num_personas,num_vehiculos,num_motocicleta,num_bicis,num_camiones,num_autobuses,num_peatones,num_pasajeros,num_hombres,num_mujeres,max_lesividad,coord_x,coord_y,distrito,droga_alcohol,tiempo_desfavorable,noche
3,2,1,0,0,0,0,3,2,1,1,441742.0,4480731.0,FUENCARRAL-EL PARDO,0,0,0
2,0,1,1,0,0,0,2,2,0,0,442962.0,4475676.0,SALAMANCA,0,0,0
3,3,0,0,0,0,0,3,3,0,2,439963.0,4479701.0,TETUÁN,0,0,0
3,2,0,1,0,0,0,3,2,1,2,438584.0,4473974.0,LATINA,0,0,0
7,7,0,0,0,0,0,7,3,4,0,437163.0,4478150.0,MONCLOA-ARAVACA,0,0,0
2,1,0,1,0,0,0,2,2,0,2,442718.0,4473584.0,RETIRO,0,0,0
2,2,0,0,0,0,0,2,2,0,0,440037.0,4466761.0,VILLAVERDE,0,0,0
1,0,0,1,0,0,0,1,1,0,1,439193.0,4475918.0,CHAMBERÍ,0,0,0
3,3,0,0,0,0,0,3,3,0,0,440717.0,4477063.0,CHAMBERÍ,0,0,1
2,0,2,0,0,0,0,2,1,1,2,444025.0,4476353.0,SALAMANCA,0,0,0
3,3,0,0,0,0,0,3,0,3,2,439820.0,4481837.0,FUENCARRAL-EL PARDO,0,0,0
3,3,0,0,0,0,0,3,2,1,0,443964.0,4477275.0,SALAMANCA,0,0,0
4,4,0,0,0,0,0,4,1,3,0,441908.0,4479371.0,CHAMARTÍN,0,0,0
2,2,0,0,0,0,0,2,2,0,0,440583.0,4473208.0,CENTRO,0,0,0
2,1,1,0,0,0,0,2,1,1,1,439211.0,4476758.0,CHAMBERÍ,0,0,0
2,2,0,0,0,0,0,2,2,0,0,451889.0,4477404.0,SAN BLAS-CANILLEJAS,0,0,0
2,0,0,2,0,0,0,2,2,0,2,444572.0,4469793.0,PUENTE DE VALLECAS,0,0,0
2,2,0,0,0,0,0,2,2,0,0,443201.0,4474209.0,RETIRO,0,0,0
2,2,0,0,0,0,0,2,1,1,0,440254.0,4470374.0,USERA,0,0,1
2,1,0,0,0,1,0,2,2,0,0,441472.0,4473248.0,RETIRO,0,0,0
3,3,0,0,0,0,0,3,0,3,0,441104.0,4472499.0,ARGANZUELA,0,0,0
4,3,0,0,1,0,0,4,2,2,0,447419.0,4474513.0,SAN BLAS-CANILLEJAS,0,0,0
3,3,0,0,0,0,2,1,3,0,1,441148.0,4474485.0,RETIRO,0,0,0
2,2,0,0,0,0,0,2,1,1,0,439400.0,4481269.0,FUENCARRAL-EL PARDO,0,0,0
2,2,0,0,0,0,0,2,1,1,0,441622.0,4477868.0,CHAMARTÍN,0,0,0
3,3,0,0,0,0,0,3,3,0,2,439722.0,4465539.0,VILLAVERDE,1,0,0
2,1,1,0,0,0,0,2,2,0,1,441813.0,4478135.0,CHAMARTÍN,0,0,0
2,0,2,0,0,0,0,2,2,0,2,440295.0,4477895.0,TETUÁN,0,0,0
2,1,0,0,1,0,0,2,2,0,0,441368.0,4475117.0,CENTRO,0,0,0
2,2,0,0,0,0,0,2,2,0,0,433376.0,4479962.0,MONCLOA-ARAVACA,0,0,0
2,2,0,0,0,0,1,1,1,1,2,440745.0,4466831.0,VILLAVERDE,0,0,0
2,1,0,1,0,0,0,2,2,0,0,446432.0,4474439.0,CIUDAD LINEAL,0,0,1
1,1,0,0,0,0,0,1,1,0,0,439850.0,4476845.0,CHAMBERÍ,0,0,0
2,2,0,0,0,0,0,2,1,1,0,443526.0,4470946.0,PUENTE DE VALLECAS,0,0,0
2,1,1,0,0,0,0,2,2,0,1,440990.0,4477707.0,TETUÁN,0,0,0
1,1,0,0,0,0,0,1,1,0,0,444546.0,4479673.0,HORTALEZA,1,0,1
4,4,0,0,0,0,0,4,1,3,0,442940.0,4484466.0,FUENCARRAL-EL PARDO,0,0,1
1,0,0,0,0,1,0,1,1,0,0,435649.0,4470791.0,LATINA,0,0,1
6,6,0,0,0,0,0,6,2,4,2,442233.0,4474761.0,SALAMANCA,0,0,1
3,2,1,0,0,0,0,3,2,1,1,444431.0,4477524.0,CIUDAD LINEAL,0,0,1
2,2,0,0,0,0,0,2,1,1,0,440724.0,4480424.0,TETUÁN,0,0,1
2,2,0,0,0,0,0,2,1,1,0,445487.0,4480064.0,HORTALEZA,0,0,1
1,1,0,0,0,0,0,1,1,0,0,435045.0,4469781.0,LATINA,1,0,1
1,0,1,0,0,0,0,1,1,0,2,448232.0,4477650.0,SAN BLAS-CANILLEJAS,0,0,1
2,1,0,1,0,0,0,2,2,0,1,439780.0,4474928.0,CENTRO,1,0,1
2,2,0,0,0,0,1,1,2,0,0,434059.0,4478402.0,MONCLOA-ARAVACA,0,0,1
1,1,0,0,0,0,0,1,1,0,0,448075.0,4469351.0,VILLA DE VALLECAS,1,0,1
2,2,0,0,0,0,0,2,1,1,0,441509.0,4476588.0,SALAMANCA,0,0,1
3,3,0,0,0,0,0,3,2,1,0,443866.0,4471469.0,PUENTE DE VALLECAS,0,0,1
2,2,0,0,0,0,0,2,2,0,0,442918.0,4476727.0,SALAMANCA,0,0,1
1,1,0,0,0,0,0,1,1,0,0,438981.0,4477237.0,MONCLOA-ARAVACA,0,0,0
3,3,0,0,0,0,0,3,1,2,0,441443.0,4475117.0,SALAMANCA,0,0,0
3,3,0,0,0,0,1,2,3,0,2,445690.0,4472516.0,MORATALAZ,0,0,0
3,3,0,0,0,0,1,2,3,0,2,440529.0,4468174.0,VILLAVERDE,0,0,0
1,1,0,0,0,0,0,1,1,0,0,439661.0,4469135.0,USERA,0,0,0
4,4,0,0,0,0,0,4,1,3,2,446436.0,4469802.0,VILLA DE VALLECAS,0,0,0
2,2,0,0,0,0,1,1,1,1,0,443117.0,4472924.0,RETIRO,0,0,0
3,3,0,0,0,0,0,3,2,1,0,439272.0,4481184.0,FUENCARRAL-EL PARDO,0,0,0
4,4,0,0,0,0,0,4,1,3,0,444547.0,4477585.0,CHAMARTÍN,0,0,0
3,2,1,0,0,0,0,3,2,1,0,440416.0,4478490.0,TETUÁN,0,0,0
1,1,0,0,0,0,0,1,0,1,0,440228.0,4481559.0,FUENCARRAL-EL PARDO,0,0,0
2,1,0,1,0,0,0,2,2,0,2,440343.0,4474623.0,CENTRO,0,0,0
1,0,1,0,0,0,0,1,1,0,1,447894.0,4474957.0,SAN BLAS-CANILLEJAS,0,0,0
1,1,0,0,0,0,0,1,1,0,0,439514.0,4477370.0,CHAMBERÍ,0,0,0
3,3,0,0,0,0,0,3,2,1,0,441323.0,4478946.0,TETUÁN,0,0,1
2,2,0,0,0,0,0,2,1,1,0,439747.0,4475961.0,CHAMBERÍ,0,0,0
3,3,0,0,0,0,0,3,2,1,2,437722.0,4469471.0,CARABANCHEL,0,0,0
2,2,0,0,0,0,0,2,2,0,0,436011.0,4468247.0,CARABANCHEL,0,0,0
4,4,0,0,0,0,0,4,3,1,0,441234.0,4482842.0,FUENCARRAL-EL PARDO,0,0,0
2,2,0,0,0,0,0,2,2,0,0,441447.0,4466863.0,VILLAVERDE,0,0,0
2,2,0,0,0,0,0,2,2,0,0,441199.0,4474555.0,CENTRO,0,0,0
3,2,1,0,0,0,0,3,2,1,2,439308.0,4482430.0,FUENCARRAL-EL PARDO,0,0,0
1,0,1,0,0,0,0,1,1,0,0,448475.0,4476301.0,SAN BLAS-CANILLEJAS,1,0,1
2,2,0,0,0,0,0,2,1,1,1,446157.0,4477508.0,SAN BLAS-CANILLEJAS,0,0,0
3,1,0,2,0,0,0,3,3,0,0,442306.0,4471868.0,ARGANZUELA,1,0,0
2,2,0,0,0,0,0,2,2,0,0,444298.0,4478035.0,CIUDAD LINEAL,0,0,0
1,1,0,0,0,0,0,1,1,0,0,441171.0,4473452.0,CENTRO,0,0,0
2,2,0,0,0,0,0,2,1,1,0,441161.0,4473458.0,CENTRO,0,0,0
1,1,0,0,0,0,0,1,1,0,2,443193.0,4473621.0,RETIRO,0,0,0
2,2,0,0,0,0,0,2,1,1,0,437774.0,4471209.0,CARABANCHEL,0,0,1
4,4,0,0,0,0,0,4,3,1,2,444298.0,4477472.0,CIUDAD LINEAL,0,0,0
1,1,0,0,0,0,0,1,1,0,0,443983.0,4476068.0,SALAMANCA,0,0,0
2,1,1,0,0,0,0,2,2,0,0,439664.0,4478196.0,TETUÁN,0,0,1
5,5,0,0,0,0,0,5,2,3,0,440373.0,4476679.0,CHAMBERÍ,1,0,1
1,0,1,0,0,0,0,1,1,0,1,439414.0,4477380.0,CHAMBERÍ,0,0,1
4,4,0,0,0,0,0,4,3,1,0,447704.0,4472645.0,VILLA DE VALLECAS,1,0,1
3,2,0,1,0,0,0,3,2,1,2,441273.0,4474978.0,CENTRO,0,0,1
2,2,0,0,0,0,0,2,1,1,0,441384.0,4477505.0,CHAMBERÍ,0,0,1
2,2,0,0,0,0,1,1,1,1,1,441306.0,4476615.0,CHAMBERÍ,0,0,1
2,1,0,0,1,0,0,2,2,0,0,443137.0,4476127.0,SALAMANCA,0,0,1
3,3,0,0,0,0,0,3,2,1,0,441423.0,4476286.0,CHAMBERÍ,1,0,1
1,1,0,0,0,0,0,1,1,0,0,442976.0,4470229.0,PUENTE DE VALLECAS,1,0,1
1,1,0,0,0,0,0,1,1,0,0,443079.0,4470684.0,PUENTE DE VALLECAS,1,0,1
2,2,0,0,0,0,0,2,1,1,0,441280.0,4473322.0,RETIRO,0,0,1
4,4,0,0,0,0,0,4,4,0,0,445689.0,4476931.0,CIUDAD LINEAL,1,0,1
1,1,0,0,0,0,0,1,1,0,0,453095.0,4473354.0,VICÁLVARO,1,0,1
2,0,2,0,0,0,1,1,2,0,0,441121.0,4474525.0,CENTRO,1,0,1
1,1,0,0,0,0,0,1,1,0,0,448497.0,4468708.0,VILLA DE VALLECAS,0,0,1
1,1,0,0,0,0,0,1,0,1,0,439003.0,4468833.0,USERA,0,0,0
2,2,0,0,0,0,0,2,1,1,0,444117.0,4477137.0,CIUDAD LINEAL,0,0,0
3,3,0,0,0,0,0,3,2,1,0,444069.0,4476363.0,CIUDAD LINEAL,0,0,0
2,2,0,0,0,0,0,2,2,0,0,440922.0,4474476.0,CENTRO,0,0,0
7,7,0,0,0,0,0,7,4,3,0,444121.0,4477101.0,CIUDAD LINEAL,0,0,0
3,3,0,0,0,0,0,3,1,2,0,444030.0,4476186.0,CIUDAD LINEAL,0,0,0
2,1,0,0,0,1,0,2,2,0,2,441418.0,4476536.0,SALAMANCA,0,0,0
2,1,0,1,0,0,0,2,1,1,1,443744.0,4476633.0,SALAMANCA,0,0,0
2,2,0,0,0,0,1,1,2,0,0,448212.0,4477196.0,SAN BLAS-CANILLEJAS,0,0,0
2,1,1,0,0,0,0,2,2,0,1,444554.0,4470285.0,PUENTE DE VALLECAS,0,0,0
1,1,0,0,0,0,0,1,1,0,0,435701.0,4471333.0,LATINA,1,0,0
2,1,1,0,0,0,0,2,2,0,0,439496.0,4473185.0,ARGANZUELA,0,0,0
3,3,0,0,0,0,0,3,2,1,0,443567.0,4471156.0,PUENTE DE VALLECAS,0,0,0
1,0,1,0,0,0,0,1,1,0,1,442046.0,4467991.0,VILLAVERDE,0,0,0
2,1,1,0,0,0,0,2,2,0,2,438594.0,4471685.0,CARABANCHEL,0,0,1
4,4,0,0,0,0,0,4,3,1,0,437078.0,4472139.0,LATINA,0,0,0
2,0,1,1,0,0,0,2,2,0,3,440023.0,4475291.0,CENTRO,0,0,0
1,0,1,0,0,0,0,1,1,0,0,440776.0,4475447.0,CENTRO,0,0,0
2,2,0,0,0,0,0,2,1,1,0,438993.0,4475531.0,MONCLOA-ARAVACA,0,0,0
1,1,0,0,0,0,0,1,1,0,0,440523.0,4474617.0,CENTRO,0,0,0
3,1,2,0,0,0,0,3,2,1,0,443348.0,4472392.0,ARGANZUELA,0,0,0
2,2,0,0,0,0,0,2,1,1,1,448659.0,4470510.0,VILLA DE VALLECAS,0,0,0
3,3,0,0,0,0,0,3,3,0,0,443391.0,4472473.0,PUENTE DE VALLECAS,0,0,0
5,5,0,0,0,0,0,5,5,0,1,444004.0,4469046.0,PUENTE DE VALLECAS,0,0,0
2,2,0,0,0,0,0,2,1,1,0,445205.0,4473230.0,MORATALAZ,0,0,0
2,1,1,0,0,0,0,2,1,1,1,441501.0,4479956.0,TETUÁN,1,0,0
1,1,0,0,0,0,0,1,1,0,0,443429.0,4471879.0,PUENTE DE VALLECAS,1,0,0
1,0,0,1,0,0,0,1,1,0,2,441518.0,4469381.0,USERA,0,0,1
10,10,0,0,0,0,0,10,7,3,2,444377.0,4475918.0,CIUDAD LINEAL,0,0,0
2,1,0,1,0,0,0,2,2,0,0,438501.0,4471615.0,CARABANCHEL,0,0,0
1,1,0,0,0,0,0,1,0,1,2,443402.0,4469434.0,PUENTE DE VALLECAS,0,0,1
2,2,0,0,0,0,0,2,1,1,0,441638.0,4476332.0,SALAMANCA,0,0,1
2,1,1,0,0,0,0,2,1,1,0,440843.0,4473652.0,CENTRO,0,0,1
2,2,0,0,0,0,0,2,1,1,0,442912.0,4476718.0,CHAMARTÍN,0,0,1
2,2,0,0,0,0,0,2,2,0,0,442073.0,4467963.0,VILLAVERDE,0,0,1
4,4,0,0,0,0,0,4,2,2,0,444593.0,4469927.0,PUENTE DE VALLECAS,0,0,0
1,1,0,0,0,0,0,1,0,1,1,444122.0,4479133.0,CIUDAD LINEAL,0,0,0
2,2,0,0,0,0,0,2,0,2,0,443920.0,4475833.0,SALAMANCA,0,0,0
2,1,0,0,1,0,0,2,1,1,2,443822.0,4473750.0,RETIRO,0,0,0
2,2,0,0,0,0,1,1,2,0,1,446248.0,4472912.0,MORATALAZ,0,0,0
2,2,0,0,0,0,0,2,2,0,0,439904.0,4477641.0,MONCLOA-ARAVACA,0,0,0
2,2,0,0,0,0,1,1,1,1,1,441353.0,4477682.0,TETUÁN,0,0,0
2,1,0,0,1,0,0,2,2,0,0,449391.0,4472018.0,VICÁLVARO,0,0,0
2,2,0,0,0,0,0,2,1,1,0,439982.0,4474641.0,CENTRO,0,0,0
2,2,0,0,0,0,0,2,2,0,0,443148.0,4473129.0,RETIRO,0,0,0
2,2,0,0,0,0,0,2,0,2,1,443016.0,4481818.0,FUENCARRAL-EL PARDO,0,0,0
3,3,0,0,0,0,0,3,3,0,0,442861.0,4481116.0,CIUDAD LINEAL,0,0,0
2,0,1,0,1,0,0,2,2,0,0,440043.0,4471962.0,ARGANZUELA,0,0,0
1,1,0,0,0,0,0,1,1,0,0,438810.0,4480792.0,FUENCARRAL-EL PARDO,0,0,0
2,1,0,0,1,0,0,2,0,2,2,442841.0,4480768.0,CIUDAD LINEAL,0,0,0
2,1,1,0,0,0,0,2,2,0,0,440975.0,4470989.0,ARGANZUELA,0,0,0
1,1,0,0,0,0,0,1,1,0,0,446741.0,4470071.0,VILLA DE VALLECAS,0,0,0
2,2,0,0,0,0,1,1,1,1,2,440909.0,4472318.0,ARGANZUELA,0,0,0
2,2,0,0,0,0,0,2,0,2,0,442904.0,4481634.0,CHAMARTÍN,0,0,0
2,2,0,0,0,0,0,2,2,0,0,442890.0,4482998.0,FUENCARRAL-EL PARDO,0,0,0
2,1,0,1,0,0,0,2,2,0,1,440547.0,4472668.0,ARGANZUELA,0,0,0
2,2,0,0,0,0,0,2,2,0,0,440187.0,4475936.0,CHAMBERÍ,0,0,0
1,0,1,0,0,0,0,1,1,0,1,443066.0,4479733.0,CHAMARTÍN,0,0,0
2,2,0,0,0,0,0,2,2,0,0,442460.0,4481649.0,CHAMARTÍN,0,0,0
2,0,2,0,0,0,0,2,2,0,0,440200.0,4473610.0,CENTRO,0,0,0
3,3,0,0,0,0,0,3,1,2,0,443369.0,4478920.0,CHAMARTÍN,0,0,0
5,5,0,0,0,0,0,5,2,3,0,446410.0,4473178.0,MORATALAZ,0,0,0
1,0,1,0,0,0,0,1,1,0,2,439963.0,4471898.0,CARABANCHEL,0,0,0
2,0,2,0,0,0,0,2,1,1,1,444299.0,4474855.0,CIUDAD LINEAL,0,0,0
2,2,0,0,0,0,0,2,2,0,0,446202.0,4470625.0,PUENTE DE VALLECAS,0,0,0
2,2,0,0,0,0,0,2,2,0,0,447717.0,4480371.0,BARAJAS,0,0,0
2,2,0,0,0,0,0,2,1,1,2,443604.0,4473299.0,RETIRO,0,0,0
2,2,0,0,0,0,1,1,1,1,1,441238.0,4471502.0,ARGANZUELA,0,0,0
2,1,0,0,1,0,0,2,2,0,0,438342.0,4476827.0,MONCLOA-ARAVACA,0,0,0
3,2,1,0,0,0,0,3,3,0,0,441905.0,4477484.0,CHAMARTÍN,0,0,1
2,2,0,0,0,0,0,2,2,0,1,439400.0,4466519.0,VILLAVERDE,0,0,0
3,3,0,0,0,0,0,3,1,2,2,434420.0,4471685.0,LATINA,0,0,0
2,2,0,0,0,0,0,2,1,1,2,440057.0,4470819.0,USERA,0,0,0
2,2,0,0,0,0,0,2,0,2,0,433258.0,4477440.0,MONCLOA-ARAVACA,0,0,1
2,1,0,0,0,1,0,2,2,0,0,447785.0,4479449.0,BARAJAS,0,0,0
2,1,1,0,0,0,0,2,2,0,0,440383.0,4478278.0,TETUÁN,0,0,0
2,2,0,0,0,0,1,1,1,1,1,448710.0,4470374.0,VILLA DE VALLECAS,0,0,1
4,4,0,0,0,0,0,4,1,3,0,441303.0,4476955.0,CHAMBERÍ,0,0,1
2,0,2,0,0,0,0,2,1,1,0,441997.0,4475745.0,SALAMANCA,0,0,1
2,1,1,0,0,0,0,2,2,0,0,441304.0,4475249.0,CHAMBERÍ,0,0,1
1,0,0,0,1,0,0,1,1,0,0,451954.0,4478421.0,BARAJAS,0,0,0
2,1,0,1,0,0,0,2,1,1,2,443816.0,4470164.0,PUENTE DE VALLECAS,0,0,0
2,1,1,0,0,0,0,2,2,0,1,440449.0,4466644.0,VILLAVERDE,0,0,0
2,0,0,0,0,2,1,1,0,2,0,442324.0,4475143.0,SALAMANCA,0,0,0
3,3,0,0,0,0,1,2,1,2,2,444717.0,4472948.0,MORATALAZ,0,0,0
2,0,0,0,0,2,1,1,1,1,2,439253.0,4475769.0,MONCLOA-ARAVACA,0,0,0
7,7,0,0,0,0,0,7,4,3,0,437412.0,4480603.0,FUENCARRAL-EL PARDO,0,0,0
2,2,0,0,0,0,0,2,1,1,0,443870.0,4477582.0,CHAMARTÍN,0,0,0
2,1,0,0,0,1,0,2,2,0,0,441092.0,4474056.0,CENTRO,0,0,0
3,1,0,0,2,0,0,3,2,1,0,443853.0,4477572.0,CHAMARTÍN,0,0,0
2,1,1,0,0,0,0,2,2,0,1,447774.0,4477255.0,SAN BLAS-CANILLEJAS,0,0,0
2,0,0,2,0,0,1,1,1,1,1,441187.0,4465184.0,VILLAVERDE,0,0,0
2,1,1,0,0,0,0,2,1,1,0,441543.0,4481682.0,FUENCARRAL-EL PARDO,0,0,0
3,3,0,0,0,0,0,3,1,2,0,440652.0,4477897.0,TETUÁN,0,0,0
3,2,0,1,0,0,0,3,2,1,2,447468.0,4474245.0,SAN BLAS-CANILLEJAS,0,0,0
2,2,0,0,0,0,0,2,0,2,0,439455.0,4483152.0,FUENCARRAL-EL PARDO,0,0,0
3,2,0,0,1,0,0,3,3,0,0,439336.0,4475608.0,MONCLOA-ARAVACA,0,0,0
2,2,0,0,0,0,0,2,1,1,2,443692.0,4473520.0,RETIRO,0,0,0
3,2,0,0,0,1,0,3,2,1,0,448368.0,4477896.0,HORTALEZA,0,0,0
2,2,0,0,0,0,0,2,2,0,0,441470.0,4466719.0,VILLAVERDE,0,0,0
2,2,0,0,0,0,0,2,0,2,0,438004.0,4475165.0,MONCLOA-ARAVACA,0,0,0
3,3,0,0,0,0,0,3,2,1,2,446093.0,4476180.0,CIUDAD LINEAL,0,0,0
4,4,0,0,0,0,0,4,1,3,0,444024.0,4476417.0,SALAMANCA,0,0,0
2,1,1,0,0,0,0,2,2,0,2,443236.0,4475486.0,SALAMANCA,0,0,0
2,2,0,0,0,0,1,1,1,1,2,440281.0,4470845.0,USERA,0,0,0
2,2,0,0,0,0,1,1,1,1,2,443029.0,4472322.0,RETIRO,0,0,0
2,2,0,0,0,0,0,2,2,0,0,439590.0,4477545.0,CHAMBERÍ,0,0,0
2,2,0,0,0,0,0,2,1,1,2,434036.0,4471012.0,LATINA,0,0,0
3,3,0,0,0,0,0,3,2,1,0,437283.0,4469514.0,CARABANCHEL,0,0,0
2,0,2,0,0,0,0,2,2,0,2,444019.0,4473040.0,MORATALAZ,0,0,0
3,1,0,0,2,0,0,3,3,0,0,448132.0,4474477.0,SAN BLAS-CANILLEJAS,1,0,0
2,2,0,0,0,0,0,2,1,1,0,442980.0,4484674.0,FUENCARRAL-EL PARDO,0,0,0
2,2,0,0,0,0,0,2,1,1,2,440944.0,4483718.0,FUENCARRAL-EL PARDO,0,0,0
2,1,1,0,0,0,0,2,2,0,2,441439.0,4476594.0,CHAMARTÍN,0,0,0
2,1,1,0,0,0,0,2,1,1,0,438258.0,4476545.0,MONCLOA-ARAVACA,0,0,0
2,1,1,0,0,0,0,2,2,0,0,439697.0,4480279.0,TETUÁN,0,0,1
2,1,1,0,0,0,0,2,1,1,1,440835.0,4478223.0,TETUÁN,0,0,0
2,1,1,0,0,0,0,2,1,1,2,441408.0,4476595.0,CHAMBERÍ,0,0,0
2,0,0,2,0,0,1,1,1,1,2,439593.0,4473089.0,CENTRO,0,0,1
2,2,0,0,0,0,0,2,1,1,0,443409.0,4478182.0,CHAMARTÍN,0,0,0
2,1,1,0,0,0,0,2,2,0,2,442016.0,4479833.0,CHAMARTÍN,0,0,0
3,3,0,0,0,0,0,3,1,2,1,441485.0,4478992.0,TETUÁN,0,0,0
2,2,0,0,0,0,0,2,1,1,0,441852.0,4476044.0,SALAMANCA,0,0,0
2,1,1,0,0,0,0,2,1,1,2,440617.0,4472814.0,ARGANZUELA,0,0,0
2,0,1,1,0,0,0,2,1,1,2,441066.0,4473517.0,CENTRO,0,0,0
2,2,0,0,0,0,0,2,2,0,0,437868.0,4476699.0,MONCLOA-ARAVACA,0,0,0
1,1,0,0,0,0,0,1,1,0,0,441455.0,4477855.0,CHAMARTÍN,0,0,0
3,1,2,0,0,0,0,3,1,2,2,442528.0,4474782.0,SALAMANCA,0,0,1
2,1,0,0,0,1,0,2,1,1,0,438963.0,4474662.0,MONCLOA-ARAVACA,0,0,1
2,2,0,0,0,0,0,2,1,1,0,441142.0,4474478.0,RETIRO,0,0,1
2,1,0,1,0,0,0,2,1,1,2,438787.0,4482963.0,FUENCARRAL-EL PARDO,0,0,1
3,3,0,0,0,0,0,3,1,2,0,439742.0,4477269.0,CHAMBERÍ,0,0,1
1,0,1,0,0,0,0,1,1,0,2,441254.0,4473371.0,CENTRO,0,0,1
1,1,0,0,0,0,0,1,1,0,0,447442.0,4470148.0,VILLA DE VALLECAS,0,0,1
2,2,0,0,0,0,0,2,2,0,0,439592.0,4471192.0,USERA,0,0,1
5,5,0,0,0,0,0,5,3,2,2,442535.0,4471567.0,PUENTE DE VALLECAS,0,0,1
1,1,0,0,0,0,0,1,1,0,2,433896.0,4471164.0,MONCLOA-ARAVACA,0,0,1
3,3,0,0,0,0,0,3,0,3,1,441038.0,4475425.0,CHAMBERÍ,0,0,0
2,1,0,0,1,0,0,2,2,0,0,451428.0,4480052.0,BARAJAS,0,0,0
2,2,0,0,0,0,0,2,2,0,0,439477.0,4475781.0,CHAMBERÍ,0,0,0
2,1,1,0,0,0,0,2,0,2,1,439520.0,4476443.0,CHAMBERÍ,0,0,0
1,1,0,0,0,0,0,1,1,0,2,439799.0,4466456.0,VILLAVERDE,1,0,0
2,1,1,0,0,0,0,2,2,0,2,441405.0,4477530.0,CHAMARTÍN,0,0,0
2,1,1,0,0,0,0,2,2,0,0,443387.0,4483192.0,FUENCARRAL-EL PARDO,0,0,0
3,3,0,0,0,0,1,2,1,2,0,445141.0,4475570.0,CIUDAD LINEAL,0,0,0
2,1,0,1,0,0,0,2,1,1,2,439054.0,4470717.0,CARABANCHEL,0,0,0
2,1,0,0,0,1,0,2,2,0,0,439514.0,4474843.0,CENTRO,0,0,0
4,3,1,0,0,0,0,4,4,0,2,441754.0,4476075.0,SALAMANCA,0,0,0
2,2,0,0,0,0,1,1,1,1,1,441569.0,4474526.0,RETIRO,0,0,0
1,0,0,0,1,0,0,1,1,0,0,441088.0,4466478.0,VILLAVERDE,0,0,0
2,1,0,0,1,0,0,2,2,0,0,448013.0,4480206.0,BARAJAS,0,0,0
1,0,1,0,0,0,0,1,1,0,2,438549.0,4474823.0,MONCLOA-ARAVACA,0,0,0
2,2,0,0,0,0,0,2,1,1,0,450657.0,4479051.0,BARAJAS,0,0,0
2,0,0,0,2,0,1,1,2,0,0,450469.0,4478238.0,BARAJAS,0,0,0
1,1,0,0,0,0,0,1,0,1,0,443555.0,4469635.0,PUENTE DE VALLECAS,0,0,0
3,1,0,0,0,2,0,3,2,1,0,439861.0,4478726.0,TETUÁN,0,0,1
2,0,2,0,0,0,1,1,1,1,1,445633.0,4473375.0,MORATALAZ,0,0,0
2,1,1,0,0,0,0,2,2,0,2,441129.0,4470800.0,ARGANZUELA,1,0,0
2,0,0,2,0,0,1,1,0,2,2,441720.0,4474797.0,SALAMANCA,0,0,0
2,2,0,0,0,0,0,2,2,0,0,435683.0,4471257.0,LATINA,0,0,0
1,0,1,0,0,0,0,1,1,0,0,439767.0,4472096.0,ARGANZUELA,1,0,0
2,1,1,0,0,0,0,2,0,2,2,443635.0,4473388.0,RETIRO,0,0,0
2,2,0,0,0,0,0,2,0,2,0,442407.0,4471688.0,ARGANZUELA,0,0,0
2,2,0,0,0,0,0,2,2,0,0,443581.0,4473242.0,RETIRO,0,0,0
1,1,0,0,0,0,0,1,0,1,0,438371.0,4469638.0,CARABANCHEL,0,0,0
2,2,0,0,0,0,0,2,1,1,0,444646.0,4474227.0,MORATALAZ,0,0,0
4,4,0,0,0,0,0,4,3,1,0,439549.0,4469435.0,USERA,0,0,0
2,1,0,0,0,1,0,2,1,1,2,439430.0,4475767.0,CENTRO,0,0,0
2,2,0,0,0,0,0,2,2,0,0,449175.0,4472676.0,VICÁLVARO,0,0,0
1,0,0,1,0,0,0,1,1,0,1,442400.0,4474772.0,RETIRO,0,0,0
2,2,0,0,0,0,0,2,2,0,2,447108.0,4480283.0,BARAJAS,0,0,0
2,2,0,0,0,0,0,2,1,1,0,439135.0,4470781.0,USERA,0,0,0
2,1,1,0,0,0,0,2,1,1,0,439051.0,4481035.0,FUENCARRAL-EL PARDO,0,0,0
2,0,0,0,2,0,0,2,1,1,0,447439.0,4479369.0,BARAJAS,0,0,0
2,0,0,0,1,1,0,2,2,0,0,440396.0,4472958.0,CENTRO,0,0,0
5,5,0,0,0,0,0,5,3,2,2,441131.0,4474517.0,RETIRO,0,0,0
2,2,0,0,0,0,0,2,1,1,0,439530.0,4468664.0,USERA,0,0,1
2,2,0,0,0,0,0,2,2,0,0,444137.0,4476826.0,CIUDAD LINEAL,0,0,0
1,1,0,0,0,0,0,1,0,1,0,444298.0,4476953.0,CIUDAD LINEAL,0,0,0
2,2,0,0,0,0,0,2,1,1,2,438171.0,4470060.0,CARABANCHEL,0,0,1
2,2,0,0,0,0,0,2,2,0,0,442298.0,4479452.0,CHAMARTÍN,0,0,0
2,1,1,0,0,0,0,2,0,2,2,442698.0,4473176.0,RETIRO,0,0,0
2,2,0,0,0,0,0,2,2,0,0,440207.0,4479453.0,TETUÁN,0,0,0
3,2,1,0,0,0,0,3,2,1,0,441375.0,4477510.0,TETUÁN,0,0,1
4,4,0,0,0,0,0,4,2,2,0,444643.0,4473203.0,MORATALAZ,0,0,0
3,3,0,0,0,0,0,3,2,1,0,442829.0,4472661.0,RETIRO,0,0,0
2,1,1,0,0,0,0,2,2,0,0,433192.0,4479000.0,MONCLOA-ARAVACA,0,0,1
